URL,Bezirk,Minuspunkte,Note,RestaurantName,pubDate,Adresse
http://www.berlin.de/sen/verbraucherschutz/lebensmittel-ernaehrung/kontrollergebnisse/betriebssuche/index.de.php/detail/49,"Berlin - Charlottenburg-Wilmersdorf
","

  
 2
",gut,Thai Food Orchidee,"Wed, 26 Oct 2011 00:00:00 +0200","Reichsstr. 92 A, 14052 Berlin"
http://www.berlin.de/sen/verbraucherschutz/lebensmittel-ernaehrung/kontrollergebnisse/betriebssuche/index.de.php/detail/47,"Berlin - Charlottenburg-Wilmersdorf
","

  
 13
",gut,Zagros-Grill,"Thu, 10 Nov 2011 00:00:00 +0100","Mierendorffplatz 16, 10589 Berlin"
http://www.berlin.de/sen/verbraucherschutz/lebensmittel-ernaehrung/kontrollergebnisse/betriebssuche/index.de.php/detail/45,"Berlin - Charlottenburg-Wilmersdorf
","

  
 11
",gut,Restaurant Egger`s,"Thu, 24 Nov 2011 00:00:00 +0100","Bundesallee 42, 10715 Berlin"
http://www.berlin.de/sen/verbraucherschutz/lebensmittel-ernaehrung/kontrollergebnisse/betriebssuche/index.de.php/detail/43,"Berlin - Charlottenburg-Wilmersdorf
",,sehr gut,El Baron,"Wed, 26 Oct 2011 00:00:00 +0200","Leibnizstr. 41, 10629 Berlin"
http://www.berlin.de/sen/verbraucherschutz/lebensmittel-ernaehrung/kontrollergebnisse/betriebssuche/index.de.php/detail/41,"Berlin - Charlottenburg-Wilmersdorf
","

  
 17
",gut,Furusato,"Wed, 26 Oct 2011 00:00:00 +0200","Leibnizstr. 35, 10625 Berlin"
http://www.berlin.de/sen/verbraucherschutz/lebensmittel-ernaehrung/kontrollergebnisse/betriebssuche/index.de.php/detail/39,"Berlin - Charlottenburg-Wilmersdorf
","

  
 3
",gut,Wirtshaus zum Dorfkrug,"Thu, 12 Jan 2012 00:00:00 +0100","Guerickestr. 43, 10587 Berlin"
http://www.berlin.de/sen/verbraucherschutz/lebensmittel-ernaehrung/kontrollergebnisse/betriebssuche/index.de.php/detail/37,"Berlin - Charlottenburg-Wilmersdorf
","

  
 1
",gut,Zum goldenen Fass,"Thu, 20 Oct 2011 00:00:00 +0200","Spandauer Damm 55, 14059 Berlin"
http://www.berlin.de/sen/verbraucherschutz/lebensmittel-ernaehrung/kontrollergebnisse/betriebssuche/index.de.php/detail/35,"Berlin - Charlottenburg-Wilmersdorf
","

  
 11
",gut,Igel's,"Thu, 27 Oct 2011 00:00:00 +0200","Karlsruher Str. 16, 10711 Berlin"
http://www.berlin.de/sen/verbraucherschutz/lebensmittel-ernaehrung/kontrollergebnisse/betriebssuche/index.de.php/detail/33,"Berlin - Charlottenburg-Wilmersdorf
","

  
 7
",gut,Sale e Pepe,"Tue, 18 Oct 2011 00:00:00 +0200","Dahlmannstr. 19, 10629 Berlin"
http://www.berlin.de/sen/verbraucherschutz/lebensmittel-ernaehrung/kontrollergebnisse/betriebssuche/index.de.php/detail/31,"Berlin - Charlottenburg-Wilmersdorf
",,sehr gut,Klo,"Wed, 26 Oct 2011 00:00:00 +0200","Leibnizstr. 57, 10629 Berlin"
http://www.berlin.de/sen/verbraucherschutz/lebensmittel-ernaehrung/kontrollergebnisse/betriebssuche/index.de.php/detail/29,"Berlin - Charlottenburg-Wilmersdorf
",,sehr gut,Charlottchen,"Thu, 13 Oct 2011 00:00:00 +0200","Droysenstr. 1, 10629 Berlin"
http://www.berlin.de/sen/verbraucherschutz/lebensmittel-ernaehrung/kontrollergebnisse/betriebssuche/index.de.php/detail/27,"Berlin - Charlottenburg-Wilmersdorf
","

  
 13
",gut,"Hotel Villa Kastania ""Marron-Restaurant""","Fri, 02 Sep 2011 00:00:00 +0200","Kastanienallee 20, 14052 Berlin"
http://www.berlin.de/sen/verbraucherschutz/lebensmittel-ernaehrung/kontrollergebnisse/betriebssuche/index.de.php/detail/25,"Berlin - Charlottenburg-Wilmersdorf
",,sehr gut,m.looi sushi bar,"Tue, 30 Aug 2011 00:00:00 +0200","Reichsstr. 102, 14052 Berlin"
http://www.berlin.de/sen/verbraucherschutz/lebensmittel-ernaehrung/kontrollergebnisse/betriebssuche/index.de.php/detail/23,"Berlin - Charlottenburg-Wilmersdorf
","

  
 12
",gut,Schweinske,"Tue, 30 Aug 2011 00:00:00 +0200","Ernst-Reuter-Platz 3-5, 10587 Berlin"
http://www.berlin.de/sen/verbraucherschutz/lebensmittel-ernaehrung/kontrollergebnisse/betriebssuche/index.de.php/detail/21,"Berlin - Charlottenburg-Wilmersdorf
",,sehr gut,Engelbecken,"Thu, 21 Jul 2011 00:00:00 +0200","Witzlebenstr. 31, 14057 Berlin"
http://www.berlin.de/sen/verbraucherschutz/lebensmittel-ernaehrung/kontrollergebnisse/betriebssuche/index.de.php/detail/19,"Berlin - Charlottenburg-Wilmersdorf
",,sehr gut,Hotel Concorde Berlin,"Mon, 18 Jul 2011 00:00:00 +0200","Augsburger Str. 41, 10789 Berlin"
http://www.berlin.de/sen/verbraucherschutz/lebensmittel-ernaehrung/kontrollergebnisse/betriebssuche/index.de.php/detail/17,"Berlin - Charlottenburg-Wilmersdorf
",,sehr gut,Paris Bar,"Tue, 09 Aug 2011 00:00:00 +0200","Kantstr. 152, 10623 Berlin"
http://www.berlin.de/sen/verbraucherschutz/lebensmittel-ernaehrung/kontrollergebnisse/betriebssuche/index.de.php/detail/15,"Berlin - Charlottenburg-Wilmersdorf
",,sehr gut,Restaurant Knese,"Tue, 12 Jul 2011 00:00:00 +0200","Knesebeckstr. 63, 10719 Berlin"
http://www.berlin.de/sen/verbraucherschutz/lebensmittel-ernaehrung/kontrollergebnisse/betriebssuche/index.de.php/detail/13,"Berlin - Charlottenburg-Wilmersdorf
",,sehr gut,Steigenberger Hotel Berlin,"Mon, 18 Jul 2011 00:00:00 +0200","Los-Angeles-Platz 1, 10789 Berlin"
http://www.berlin.de/sen/verbraucherschutz/lebensmittel-ernaehrung/kontrollergebnisse/betriebssuche/index.de.php/detail/11,"Berlin - Charlottenburg-Wilmersdorf
",,sehr gut,Nova Vita,"Tue, 05 Jul 2011 00:00:00 +0200","Emser Platz 5, 10719 Berlin"
http://www.berlin.de/sen/verbraucherschutz/lebensmittel-ernaehrung/kontrollergebnisse/betriebssuche/index.de.php/detail/9,"Berlin - Charlottenburg-Wilmersdorf
","

  
 6
",gut,Patrice,"Fri, 07 Oct 2011 00:00:00 +0200","Mainzer Str. 17, 10715 Berlin"
http://www.berlin.de/sen/verbraucherschutz/lebensmittel-ernaehrung/kontrollergebnisse/betriebssuche/index.de.php/detail/7,"Berlin - Charlottenburg-Wilmersdorf
","

  
 11
",gut,Konoba,"Mon, 26 Sep 2011 00:00:00 +0200","Otto-Suhr-Allee 17, 10585 Berlin"
http://www.berlin.de/sen/verbraucherschutz/lebensmittel-ernaehrung/kontrollergebnisse/betriebssuche/index.de.php/detail/5,"Berlin - Charlottenburg-Wilmersdorf
","

  
 21
",zufriedenstellend,Enoteca L'Angolino,"Mon, 26 Sep 2011 00:00:00 +0200","Knesebeckstr. 92, 10623 Berlin"
http://www.berlin.de/sen/verbraucherschutz/lebensmittel-ernaehrung/kontrollergebnisse/betriebssuche/index.de.php/detail/3,"Berlin - Charlottenburg-Wilmersdorf
","

  
 5
",gut,Schweighofer´s,"Tue, 13 Sep 2011 00:00:00 +0200","Weimarer Str. 12, 10625 Berlin"
http://www.berlin.de/sen/verbraucherschutz/lebensmittel-ernaehrung/kontrollergebnisse/betriebssuche/index.de.php/detail/1,"Berlin - Charlottenburg-Wilmersdorf
","

  
 34
",zufriedenstellend,mrhai & Friends,"Tue, 18 Oct 2011 00:00:00 +0200","Savignyplatz 1, 10623 Berlin"
